content,score,label
terimakasih,5,positif
"apk nggak guna,mau verifikasi ribet dan tidak ada fitur ganti nomor hp/email",1,negatif
"mau log in susah bgt, huruf captcha loading terus, ayolah kerjasamanya, sekarang mau berobat harus lewat sini, plah jkn nya gak bisa masuk, udh sulit Tambah sulit",1,negatif
ok banget simpel,5,positif
sangat membantu dalam proses kesehatan,5,positif
sangat membatu sekali 👍👍👍,5,positif
memudahkan pasien yang ingin berobat cepat dan sangat meringankan bagi peserta PBI..,5,positif
Program Aplikasinya Bagus,5,positif
good,5,positif
"kenapa susah login, padahal sdh terdaftar, tp selalu gagal masuk lagi",4,negatif
aplikasi ini cukup membantu,5,positif
bagus . semoa ada fitur penambahan anggota keluarga yg belum masuk,5,positif
"apk pemerintah itu ribet dan lelet,knp ? di korup ? sedih atuh denger nya bgtu,ga malu apa ya bnyk masyarakat yg anggap bgtu",1,negatif
"kode verifikasi gak masuk, mau minta ulang harus nunggu 5 menit, sibuk amat pemerintah, scan wajah gak bisa, pancet apk lain malah reload, pas masuk suruh register ulang, minta kode verifikasi gak masuk2, thanks buat yang bagian mobile jkn dah bikin susah masyarakat. oh iya, klw mau korup gak usah tanggung, skalian biaya update apk korup aja",1,negatif
gak guna kirim kode Verifikasi ga bisa apa harus nunggu pagi?,1,negatif
daftar aja di persulit.. harus fhoto2 lah kaya pinjol udah gitu gak bisa lagi.. menyusahkan orang sakit saja,1,negatif
sangat membantu,5,positif
"rujukan suka suka ilang sendiri, CAPEK",2,negatif
Alhamdulillah semenjak ada jkn semuanya lebih di permudah,5,positif
sangat membantu pasien untuk berobat karena sudah ada jamnya untuk mendapatkan antrian,5,positif
ini kaga ada perbaikan khusus bug otp? dr kemarin2 susah bener udh gonta ganti no hp tetep aja kaga bisa kocak,1,negatif
tolong untuk verifikasi wajah buat pengguna baru jangan dipersulit,1,negatif
yang bilang ini aplikasi sampah kurang wawasan isiin itu pulsa nomor yah jelas otp kaga di kirim2.. jangan cuma paketan di penuhinn😅😅😅,5,positif
"bikin skck karena gak punya bpjs disuruh download ini tapi malah gak guna , otp keluar harus bayar pulsa Rp.1000",1,negatif
nomer tlp sama email kenapa sudah di paki orang lain.. padahal tidak pernah memakai.. keamanan APLnya gimana.. dasar apl sampah,1,negatif
daftar online susah bgtttt,1,negatif
"verivikasi SMS kok gak dikirim² sms nomor nya, mau 100 kali pun gak ada sms",2,positif
sangat membantu dan mudah penggunaan nya,5,positif
udah coba daftar tp ga bisa ferifikasi wajah. udah di coba terus²an ttep aja ga bisa. ini kenapa ya tolong bantuannya?🙏,2,positif
sering eror,1,negatif
👍👍👍👍👍,5,positif
"gimana ini saya ga bisa buka apk sudah beberapa hari ini, gada tanggapan sama sekali dari pihak JKN?",1,negatif
ok banget bisa akses sendiri dengan mudah,5,positif
Good,5,positif
sejauh ini tidak ada masalah,5,positif
bagus,5,positif
sangat membantu,5,positif
gak guna jangan di download kalo mau dftar langsng di kantor aja ni sampah bgtt apk nya masa verifikasi nomer sampe 5 jam coba blom trima kode gj bgt,1,negatif
Proses perubahan faskes mudah dan cepat,5,positif
"Mohon di tanggapi secara serius min, karena ini masalahnya juga serius, artinya tdk terjadi 1 atau 2 org saja, tapi banyak. Cara berikut sudah saya coba namun gagal dalam verifikasi wajah : 1. internet stabil (wifi, data seluler, pulsa cukup) 2. mengikuti instruksi yg ada, wajah hadap kiri, berkedip dan senyum, dll 3. instal ulang apk 4. menonaktifkan fitur pengenalan wajah 5. tanpa masker dan kacamata tolong lah min,",1,negatif
"maaf kok gk bisa d buka ya,",3,positif
gimana bisa saya daftar pakai NIK sendiri tapi BPJS saya terdaftar nama orang lain. 24TH SAYA BARU MENGETAHUINYA,1,negatif
👍👍👍👍,5,positif
Aplikasi gblok,5,positif
ok,5,positif
"shitlah mau daftar aja gabisa udah sampai beli nomor baru tetep gabisa, verif wajah juga ngulang 100x gagal semua bukannya mempermudah malah mempersulit lagi udah kantor bpjs jauh hufttt...",1,negatif
otp nya mana uda beberapa kali nyoba tetap aja ga keluar rusak!!,1,negatif
ok,5,positif
datengin ajah tuh kantor gedungnya yang di rasuna minta kejelasan aplikasi kenapa di persulit zaman digital bisa di akses aplikasi jkn tapi ga berfungsi.. keluhan jawaban otomatis dari robot pun ga bermanfaat gada membantu lihat opsi lainnya ga fungsi tapi tagihan kalau tagihan pambayaran cepet banget ?? makin ga jelas badan kesehatan indonesia,1,positif
memudahkan,5,positif
pelayanan yang ok dan bagus,5,positif
"aplikasi ini sangat tidak membantu sama sekali , mau veifikasi data buat tambahkan anggota tp tidak ada balasan apapun. padahal setiap bulan iuran rutin tp giliran mau d butuhkan sangat2 tidak membantu sama sekali. hadehhhhh",1,positif
"sangat tidak membantu sama sekali, mau daftar paskes tingkat pertama saja eror terus, masih banyak kekurangan.",3,positif
ok sangat komunikatif aplikasinya,5,positif
Good job,5,positif
sgt mudah dan membantu,5,positif
Sangat bermanfaat dan membantu saya.,5,positif
sangat bagus,5,positif
orang sakit suruh daftar.verifikasi sms tidak di kirimkan 3 menit gagal ngulang lagi 3 menit terus begitu keburuh parah orang sakitnya,1,negatif
pelayanan bagus,5,positif
ok,5,positif
luar biasa sangat bermanfaat,5,positif
"mudah mengaplikasikannya, Alhamdulillah saat berobat gratis",5,positif
"aplikasinya sudah bagus, sejauh ini tidak ada bug dan mudah digunakan",5,positif
kebnyakan minta update aplikasiny,1,negatif
jkn mantap,5,positif
mudah di gunakan tapi mengapa saat verifikasi wajah selalu gagal tidak pernah berhasil saya salah satu petugas di faskes plat merah saat ingin membantu pasien sering mengalami kesulitan mohon tim IT ataupun pengembangan nya melakukan perbaikan terimakasih sebelumnya 🙏🏻,3,netral
semoga bisa lebih baik lagi,5,positif
good,5,positif
Bagus,5,positif
aplikasi sampah,1,negatif
"susah bener mau masuk nik udah bener paswor bener tapi kenapa susah bener masuk,! harusnya di buat gampang,,, aplikasi ga, mendukung,!",1,negatif
ok,5,positif
sangat membantu,5,positif
suruh update.. begitu mau buka login bisa tapi data2 nya beda... gimana sich,1,negatif
aplikasi ini mempermudah dan mempercepat mengurusan,5,positif
"SAMPAH, Otp ga kekirim, sering log out sendiri gajelas banget mending gausah ada aja apk nya dibanding ga guna gini",1,negatif
"ribbeeettt di bikin susah mau regristasi...anehhh...bloon...bukan di benerin malah di jwb pke automatis... ""mohon maaf"" Guoobblloookk",1,negatif
membantu dan mempermudah...,5,positif
"baik untuk proses perubahan data, ga perlu pergi ke kantor bersangkutan.",4,positif
kog ulasan nya negatif smua ya,1,negatif
mudah praktis modern,5,positif
percuma pjnya bpjs kelas 1 juga tetap bayar terus,1,negatif
sangat bagus dan membantu banget,5,positif
kenapa data saya atas nama org lain woy tolong jelasin blm pernah daftar malah data saya atas nama org lain,1,negatif
good,5,positif
"vertifikasi sms lama bgt, tambah pengaturan vertifikasi via WhatsApp atau telepon biar mudah dan cepat, sya mau berobat di paskes pertama pendaftaran harus dari aplikasi.",4,positif
Ok,5,positif
kode OTP ga masuk masuk,1,negatif
ok.,5,positif
sangat membantu sekali,5,positif
bagus baik ok,5,positif
verifikasi wajah saja agak sedikit kurang mudah,4,positif
User friendly,5,positif
Good,5,positif
oke,5,positif
aplikasi sampah. kirim code verifikasi saja tidak di respon. calon-calon korupsi. penghabis anggaran Nagara saja.,1,negatif
sangat membantu,5,positif
payah nyampah ngeleg nya minta ampun aplikasi nya menunggu kode otp verivikasi nya lama sekali,1,negatif
susah buat daftar,1,negatif
lumayan bagus aplikasi nya,5,positif
Semoga Selalu Memberikan Pelayanan Yang Mudah dan Terbaik bagi KITA Sebagai WNI Dengan HAK Nya.,5,positif
apk nya sangat bagus dan berguna,5,positif
pelayanan baij,5,positif
hp android jadul gk bisa download tdk kompatibel,2,negatif
lancar jaya,5,positif
baik,5,positif
bagus....,5,positif
"kenapa keluar sendiri sih, terus mau masuk lagi gak bisa, akun belum terdaftar katanya , hadehh",4,positif
"terima kasih sdh mempermudah perubahan data dan layanan nya sangat memuaskan,tidak perlu lagi ke kantor bpjs bisa dirubah lwt aplikasi,keren",5,positif
meningkat lebih baik lagi sekarang,5,positif
sangat membantu,5,positif
ok,5,positif
"aplikasi G*BLOK,,,Lewat kode sms sudah 4 no hp tp tidak di kiirimi kode,,,",1,positif
"sangat membantu, mempermudah pendaftaran,",5,positif
bagus pelayanannya.,5,positif
bagus,5,positif
best,5,positif
Napa ya mau buka selalu tidak ada jaringan baik data maupun wifi,1,positif
"sangat membantu untuk kesehatan masyarakat,terutama untuk kita yg sangat membutuhkan penanganan secara cepat dan efesien.terimakasih jkn",5,positif
"tolong dong verifikasi make wajah dipermudah saya sudah berkali kali coba tetep gabisa susah sekali, kenapa mau bikin bpjs di persulit sekali, ini saya buat kerja loh masa mau di persulit juga?",1,negatif
"Gajelas sih ga tau aplikasinya eror atau emang jaringan yang bermasalah, udah berkali kali minta otp SMS buat registrasi tapi ga ada yang terkirim kodenya",3,netral
ga ada org pinter it dikiti apa buat bagusin ini aplikasi?,1,positif
"Aplikasi sulit, pakek hp sendiri gk bisa buka, melebihi data bla-bla, pakek hp orang lain ya masih sulit haha, tpi bisa di lihat, tolong perbaiki, aplikasi masak kalah sama aplikasi2 ojol apa pinjol padahal swasta Lo, apa lagi ini buat sosial masyarakat untuk kesehatan kalau, semuanya di persulit, padahal niat nya mempermudah masyarakat, tapi jadinya malah sulit untuk masyarakat",5,positif
"aku kasi Rating ⭐ 1 dulu, soal nya aplikasi ini tidak menyediakan metode pembayaran menggunakan QRIS, Kalau ada perbaikan untuk membuat metode pembayaran pakai QRIS, saya ubah ke ⭐ 5. soalnya lebih Praktis pembayaran iuran kalau ada pilihan pembayaran pakai Qris. Tolong masukan ini di Realisasi kan ya.",1,positif
mantap,4,positif
hey nm saya lasmawati..aplikasi ini sangatlah membantu..saya pernah ganti tgl lahir bpjs. alhamdulilah bisa ..trus bpjs jg bisa di gunakan di rumah sakit besar ..alhamdulilah dengan adanya jkn ga harus ribet ngantri ke kantor. cmn nunggu berapa menit..suruh print trus cetak beres ..salam sukses jkn,5,positif
aplikasi jelek gimana nih yang buat developer gimana OTP gak kekirim kirim cek yang lain ternyata sama emang jelek aja dasarnya ya jelek susah,1,negatif
"Ga bisa log in, di bilang sinyal ga ada. Lah ini gue pakek sinyal apaan cobaa?? Kocak betul daaah",2,negatif
bagus,5,positif
baguss gampang sekali,5,positif
aplikasi apa ini mau verifikasi nomer aja kode OTP nya gak muncul2 padahal nomer udah bener,1,negatif
sangat Membantu,5,positif
"aplikasi sampah kenapa dibuka pake wifi gak bisa,, harus pake kuota",1,negatif
"aplikasi ini dibuat sebenarnya untuk menyulitkan masyarakat ya? pas daftar katanya nomor sudah terdaftar tetapi tidak bisa masuk, ya sudah kemudian saya coba login dengan alasan lupa pin tapi saat memasukkan NIK katanya nomornya belum terdaftar dan harus daftar dulu, jadi yang benar yang mana?. setelah itu saya coba daftar lagi, tapi sampai berkali-kali tetap tidak bisa katanya verifikasi gagal. tolong permudah urusan masyarakat seperti kami, sudah sulit jangan semakin dipersulit 🙏",1,negatif
knpa aplikasi tidak bisa di bukak lagi eror di fix bug aplikasi,1,negatif
nice,5,positif
sangat memuaskan,5,positif
mantap,5,positif
lumayan,4,positif
semoga berkah,5,positif
bagus,5,positif
ok,5,positif
mudah di gunakan dan simpel,5,positif
semoga lebig baik lagi,5,positif
"sangat susah buat daftar, verifikasi nomor gak ada yg di krm, susah bnget",1,negatif
ampas stuck otp doang anj,1,negatif
Gak Kaya dulu aplikasi Jkn ini ..Buat Login aja Capthanya Gak nongol nongol... Padahal Udah Pakai data Pakai wifi Dan jaringan Yang kuat Aja tetap gak bisa nongol Capthanya jadi gak bisa masuk .Tolong Di benerin lagi Ya min..Kalau udah bener saya kasih bintang 5,1,negatif
"sip lah, ok bngt",5,positif
terimakasih semoga bermanfaat buat semuanya,5,positif
sangat membantu bngt,5,positif
oke sangat baik,5,positif
aplikasi sangat membantu untuk pendaftaran kesehatan,5,positif
mudah dapat membantu,5,positif
oke baik,5,positif
bermanfaat,5,positif
tidak dapat mendaftar dikarenakan verifikasi wajah terlalu lama,1,negatif
Kenapa update sekarang malah tidak memuaskan... Tolong di segera di perbaiki.,5,positif
Sangat praktis mudah,5,positif
apk gak jelas,1,negatif
berguna buat yang rantau,5,positif
beberapa kali regis regis dan regis . gak dpt kode otp . udh ganti no masih aja gak bisa . udah isi pulsa . masih tetap gak bisa juga . maksudnya gimana sihh ini aplikasi tuhh,1,negatif
good aplikasi,4,positif
"ga ngerti juga kenapa klu mau login harus menggunakan pasword email,,klu memasukan mungkin gpp,,pungsi dari memasukan pasword email kita sendiri untuk apa? klu mau kirim otp juga langsung ke email,coba jelaskan yang lebih tau,,kagak bermutu bukannya membantu malah tipu2",1,positif
ok,5,positif
everiting it's ok,5,positif
sangat menunjang dalam fasilitas kesehatan,5,positif
aplikasi Sampah ...terlalu sulit Verifikasi muka sape berkali kali gak bisa juga mau daftar aja sulit,1,negatif
knp gk bs verifikasi wajah sih.. beribu kali ttp gagal trs pdhl sya mau mencetak kartu sy yg hilang karna minggu besok mau buat lahiran,1,negatif
"semoga dapat memperbaiki layanan, banyak yang complain",5,positif
Stelah updett malah gak bisa pelayanan bpjs sekarang ruwet masak sakit di suruh pilih misal mau sakitnya apa,1,negatif
aplikasinya mudah dan simple,4,positif
aplikasi jelek malah bikin susah masyarakat gara² masalah daftar autebit padahal kuota pulsa udah setenbai no kartu sama pasbikin BPJS terus notivikas kode gak ke kirim²,1,negatif
good,5,positif
mantaap,5,positif
sangat baik,5,positif
membantu,5,positif
"aplikasi sampah,malah mempersulit masyarakat",1,negatif
mantaf,5,positif
"saya tidak bisa login aplikasi ini,, sudah mencoba dengan lupa sandi tapi verifikasi nomor telefon dan email tidak masuk masuk",1,negatif
good job,5,positif
Alhamdulillah semua lancar dan yg kesulitan dengan akses wajah coba gunakan PIN,5,positif
mempermudah segala kebutuhan kesehatan kita,5,positif
akses cepat,5,positif
tidak bs di-update atau di download ulang hadeh,1,negatif
sangat membantu,5,positif
Jkn semakin bagus pelayanannya dengan kita mengubah faskes kita bisa berobat dimana saja.,5,positif
"mau proses perubahan fata tapi stuck di autodebet,, tolong dong diupdate lagi. nti malah tiba2 bpjs saya didenda",1,negatif
Good Job,5,positif
mantap,5,positif
bau belajar memahami dan kedepannya semoga mudah dimengerti,4,positif
mudah di akses,5,positif
ikuti rating terbanyak,1,negatif
"mantap, memuaskan",5,positif
oke bgt aku suka,5,positif
"jelek gak bisa verifikasi wajah, saya kira cuma saya sendiri ternyata banyak yang mengalaminya",1,negatif
Dengan aplikasi Mobile JKN jadi terasa lebih mudah,5,positif
bagus banget,5,positif
Semakin buruk karena sering log out sendiri parah,1,negatif
"Aplikasi sampah gak guna dan gak bermutu sama sekali, bukan mempermudah malah mempersusah, verifikasi wajah beberapa kali gagal, 100 kali baru bisa daftar kemudian nomor HP yg di daftar sudah juga benar tapi kode otp kita tunggu gak masuk-masuk sampai detiknya habis pun gak terkirim sama sekali masuk ke nomor HP sampai dua kali ganti nomor 😡🤬😤 ini maksud dari aplikasi ini apaan kalau gak bisa digunakan untuk masyarakat mending hapus aja bukan terlayani malah mempersulit😡😡😡",1,negatif
bukan memudahkan masyarakat justru malah menyusahkan !!!,1,positif
"ini aplikasinya sampah banget susah banget masuknya, ini BPJS kalo sekiranya belum siap menggunakan sistem online jangan dulu lah, menyusahkan masyarakat, udah bayar tiap bulan tapi gabisa dipake BPJS nya, gajih pada gede tapi bikin aturan ribet amat",1,negatif
meminta kode Verifikasi biar Bisa masuk susah nya ampun dah..APK NYA BUTUTTTTT,1,negatif
sangat memusskan😍😍,5,positif
sangat cepat dan mudah,5,positif
sangat membantu,5,positif
Sangat membantu,5,positif
mantab,5,positif
sangat membantu,5,positif
Baik utk memudahkan dalam berobat,5,positif
lebih mudah dan cepat,5,positif
untungnya baca komentar dulu sebelum instal.all hasilnya Parah.,1,negatif
informatif n manfaat.,4,positif
Aplikasi sampah tidak bisa di gunakan,1,negatif
"ini aplikasi di buat untuk mempermudah apa mempersusah dah,mau verifikasi nomor malah nomor lain yang masuk mau verifikasi wajah gagal Mulu,tolong perbaikilah ini apknya",1,negatif
memuaskan,5,positif
bagus,5,positif
gbisa dwnload ggl terus pdhl ruang penyimpanan cukup,2,negatif
nyusahin doangg aplikasinya,3,netral
baik,5,positif
bagus,5,positif
"aplikasi nya maaf gak berguna, sudah coba berkali kali daftar dan kode otp gk keluar keluar, ini gimana ya solusinya adanya sistem digital malah makin buruk pelayanannya, sudah kembalikan aja seperti dulu ambil antrian manual, makasih.",1,negatif
"informasi yg diberikan oleh Mobile JKN sangat lengkap, aplikasi ini sangat membantu para peserta BPJS KESEHATAN, Hanya memang pendaftarannya agak ribet, terlalu berbelit belit, terutama para pemula (pengguna) HP banyak TDK tuntas pendaftarannya di mobile JKN,",5,positif
"membantu, semoga lebih baik lagi",5,positif
"Aplikasi parah banget,mau masuk susah banget,no ktp udah bener di bilang salah terus,saya mau daftar antrian buat berobat gak bisa,beneran deh nih aplikasi parah.",1,negatif
"aplikasi ini dibuat untuk makin ribet mau daftar akun payah banget nomor HP uda dimasukan kode Verifikasi gk kunjung dapat. dipakai email kode Verifikasi sudah dapat tapi gk bisa lanjut proses hadeeeeee jaringan mantap, Verifikasi dari email dapat tapi gk bisa lanjut daftar maksutnya apa ini aplikasi gk jls",1,negatif
"tolong dong klo bikin apk tuh minimal OS nya android 4 kek, kasian gara gara hrus update hape babeh gw jd gk support gegara minimal OS nya android 8 😭😭😭",1,negatif
mudah dan semoga amanah,4,positif
good,5,positif
mantap,5,positif
aplikasi ini sangat membantu🙏🙏🙏🫶👍,5,positif
keren,5,positif
sangatt membantu dan bermanfaat.,5,positif
app membantu walaupun pas minta kode lama,5,positif
ok,5,positif
mudah di gunakan,5,positif
tidak bisa dibuka,1,negatif
gampang memakainya,5,positif
"SUDAH TIDAK TERHITUNG BERAPA BANYAK KEKECEWAAN, KEKESALAN, KEMARAHAN PADA BPJS DENGAN SEMUA, DARI MULAI SUSTER, SATPAM, PETUGAS, APLIKASI DAN SISTEM ADMINISTRASI YANG GALAK, TIDAK JELAS, RIBET, DAN MENYUSAHKAN. ENTAH SAMPAI KAPAN DAN GIMANA BISA BERUBAH JADI LEBIH BAIK. YANG JADI KORBAN ADALAH RAKYAT YANG SEDANG SAKIT !!!. APA SI SUSAHNYA ORANG SAKIT KE RUMAH SAKIT TERUS DI OBATI, SEHAT, SIMPEL KAN. GA PERLU DISURUH NUNGGU, BALIK LAGI, URUS INI ITU. SUMPAH GA ADA BENER NYA BPJS",1,negatif
"aplikasi nda jelas, gini nih klu yg buat kurang paham teknologi malah mempersulit",1,negatif
sangat puas dengan JKN mobile,5,positif
sangat mudah dan gampang untuk mengoperasikan nya,5,positif
"Sistem IT pada Aplikasi JKN diPertahankan agar Mudah diAkses Pengguna JKN, Terima Kasih JKN",5,positif
"Merepotkan sekali , setiap bulan diminta ganti password 🥱 Tolong diperbaiki",1,positif
👍,5,positif
Terbaik,5,positif
Mantap membantu sekali aplikasinya,5,positif
sangat membantu.,3,positif
gooddd,5,positif
sangat membantu melayani kesehatan.,5,positif
"sangat membantu untuk pengobatan, tapi verifikasi nya agak susah",5,positif
terimaksih sudah melayani masyarakat,5,positif
sangat membantu,5,positif
"apk sangat bagus, saking bagusnya verifikasi nomor telepon saat daftar aja dipersulit 😂",1,positif
bagus aplikasinya..,5,positif
mempermudah sekali,5,positif
memudahkan,5,positif
jkn mantap pertahankan kualitas pelayanan yg sangat baik ini,5,positif
mantap bah...,5,positif
baik,5,positif
bagus,5,positif
gregetan bngt,1,negatif
"bro bisa bisa nya loh, saya mau daftar akun tapi gak bisa gara gara ada yang sudah pakek nomer hp saya sedangkan saya cuma punya satu nomer hp gak jelas",1,negatif
Bismillah,5,positif
"logout sendiri, mau login susah bener gak bisa bisa padahal password nya udah bener sampe sekarang gak bisa login gegara logout sendiri udah susah tambah susah, payah.",1,negatif
Sangat membantu sekali dalam pengaplikasian ny :),5,positif
"aplikasi ampas dana nya di korup, aplilasi ga guna, masa verifikasi sms ga masuk2, idiotisme",1,negatif
"Baguss, perubahan data dari PU ke Mandiri gampang banget terus bisa langsung digunakan (aktif). Tingkatkan terus untuk masyarakat ❤️",5,positif
cepat dan mudah,5,positif
sangat berguna,5,positif
bagus pelayanannya,5,positif
ok,5,positif
mantap jkn,5,positif
puas,5,positif
😍,5,positif
mantab,5,positif
bagus,5,positif
"Memudahkan untuk pergantian faskes, mudah2an ga pernah pake faskesnya",4,positif
"bagus, sangat membantu, semoga sukses terus. amin",5,positif
good,5,positif
bagus,5,positif
"aplikasi ga bermanfaat mau daftar rujukan aja sulit masukin qr harus dalam radius 1km dari rs, percuma daftar online kalau gitu",1,negatif
fast respons,5,positif
apk ini kenapa ko log out sendiri ?,1,negatif
Kadang suka eror,4,positif
pelayanan cepat dan memuaskan,5,positif
sering error skrang mohon di perbaiki,1,negatif
"Please lah yg bikin aplikasi bpjs ini sebenarnya niat ngga sih? mau daftar akun baru verifikasi nomor sampe berkali kali ngga bisa, kode otp nya ngga masuk masuk, udah verifikasi wajah tetep aja ga bisa. Ini kudunya gimana???? Bahkan yg udah ada akun aja aplikasinya suka lemot kalo dibuka, mohon dengan amat sangat tolong diperbaiki lagi. Jangan dipersulit",3,netral
aplikasi tolol,1,negatif
apk lol,1,negatif
tidak ada sinyal,1,negatif
"mempersulit login🥲🥲 gara2 saya login dengan nik suami dan anak jdi susah untuk msuk lagi ke akun saya pdhl saya mau keluar dari akun ortua saya, tp malah begini jadi ada petunjuk 3x login dengan nik berbeda jadi susah🥲udh berkali2 di hapus aplikasi mobilenya tetap tidak bisa🥲 kenapa sih mempersulit🥲🥲🥲",1,negatif
sangat membanty,5,positif
"verifikasi sms udah berulang ulang tidak masuk,untuk apa aplikasi ini di buat kalo cuma menyulitkan",1,negatif
aplikasi JKN mantan sangat membantu,5,positif
bagus,5,positif
klinik Abdullah mantab dan ramah pelayananya,5,positif
oke baik,5,positif
terimakasih untuk pelayanannya,5,positif
daftar tpi kode Verifikasi gk masuk2 gimana solusinya,5,positif
APLIKASI SAMPAH,1,negatif
mantab,5,positif
"Baru download ni Apk niatnya mau buat ambil nomer antrian online setelah ngisi data diri, no hp, email dll ternyata setelah selesai daftar nomer hp tidak terbaca di sistem Menambahkan di perubahan data diri ngelag terus tulisannya ""silahkan pilih verifikasi melalu"" tapi gda pilihannya cuma keluar tulisan itu aja",1,negatif
"nomor antrian tiba tiba dibatalkan secara sepihak, padahal saya tidak membatalkan. mau daftar lagi tapi antrian poli nya sudah penuh. gimana solusinya jkn?",1,negatif
apk gk guna. kendala verifikasi otp gk pernah bisa,1,negatif
"aplikasi nya tolong diperbaiki lagi dong kakak, masa verivikasi wajah udah nyoba pulhan x gk bisa"" udah diputer"" tetep gk bisa, senyum gk bisa nengok kanan kiri gk bisa masa iya harus jungkir walik dulu hadeeehhh gimana nih",1,positif
aplikasi sampah sudah di download malah tidak bisa ke instal👎,1,negatif
jadi aneh ni aplikasi.Nik udah bener tapi kok keterangan Salah.awal sudah bisa gunakan APLIKASI ini tapi kok tiba tiba log out.tolong perbaiki lagi,1,positif
Mempermudahkan,5,positif
"hemm perbaiki sekarang nggak parah bangeeetttt mau registrasi aja bikin repottt , tunggu kode otp no HP aja sampai 3 kali belum ada juga.... 👎👎👎👎👎👎👎",1,negatif
membant,5,positif
"seperti biasa aplikasi pemerintah nggak ada yang becus!!, ngirim kode otp nggak bisa aplikasi sampah",1,negatif
"verivikasi wajah susah, berulang ulang",1,negatif
sangat membantu,5,positif
mantap,5,positif
Okeeeeeee,5,positif
alhamdulillah sangat membantu,5,positif
buat daftar online diklinik rujukan tidak bisa.,1,negatif
"sangat menyebalkan!!! dulu sudah daftar tp ga bisa masuk,skrng suruh daftar lagi dan ribet ga efisien. Minimal kalo bikin aplikasi yg memudahkan jangan yg ribet tapi kalo ga ribet bukan konoha namanya",1,negatif
aplikasi bikin stress seharusnya aplikasi ini membantu pasien bukan malah bikin pusing udah pusing dipersulit di RS ditambah pusing mendaftar tolonglah ini aplikasi di update jangan bikin stress,1,negatif
mantap,5,positif
"setelah update malah menjadi nonton aktif, tolong solusinya",1,negatif
ok,4,positif
membantu bngt,5,positif
"sangat membantu, dalam proses pemeriksaan",5,positif
"kecanggihan teknologi IT, sangat membantu...sekali",2,positif
aplikasi nyusahin. Ribet amat gabisa terus,1,negatif
repot!!,1,negatif
gampang merubah data,5,positif
sangat cepat perubahan faskes nya,5,positif
"jangan pakai BPJS. Pelayanannya sampah! ribet! buang waktu! kalau kalian punya penyakit kronis, kalian keburu mati karena harus antree antre antre. Kalau ada uang lebih sedikit, mending pakai asuransi Swasta aja gusy.",1,negatif
"bukan memudahkan malah bikin tmbh skit kepala ,scan wajah di suruh ngulang trs, kode otp kga msuk",1,positif
aplikasi ribet bgt,1,negatif
"aplikasi gajelas verifikasi no hp aja dari kemarin ngak masuk2""",1,negatif
Bagus,4,positif
emang buat verifikasi no tlp lama nya sampe seabad ya bikin susah aja,1,negatif
👍,5,positif
👍👍,5,positif
Sangat baik,5,positif
"di menu tambah peserta di suruh isi nomor kk, kotak nya gak bjsa di pencet",1,negatif
apk sampah orang mau daftar eror mulu .,1,negatif
mantab,5,positif
"Aplikasi nya eror pendaftaran ke poli ini sedang tutup F1, padahal realita nya di klinik praktek dokter nya buka, yg bener gimana tuhh , aplikasi nya eror apa server JKN nya eror ?",2,positif
"Kirain cuman sendiri yg OTPnya ga ke kirim, liat ulasan trnyata banyak yg ngalamin juga. Udh pake 3 nomor tetep aja ga bisa masuk OTP. Jaringan dah diganti ke paling kenceng juga ga bisa, hadehhh. Aplikasinya jadinya buat apa?? tambahan: Ini udh pake no yg aktif, pulsaku jg banyak yaa Adminn, masih aja ga bisa masuk OTPnya",1,negatif
"lemot banget mau daftar doang. ga usah suruh periksa koneksi 🫣 udh dari lama , gini terus ga ada perubahan!!!!",1,negatif
"apk nya tmbah ruettt.kode otp susah,mana scan wajah ngk bisa2,dari pda ruet ngk usah d buat online,,, tambah males ntr pegawenya,,,",1,negatif
mantap betul,4,positif
bagus,5,positif
sangat memudahkan pasien utk pendaftarn no antrian,5,positif
sangat sangat terbantu,5,positif
ok,5,positif
semakin maju,5,positif
sangat membantu,5,positif
aplikasi setan kode otp ga dikirim kirim,1,negatif
terima kasih sangat membantu,5,positif
"aplikasi kontoll ,kirim otp aja gak bisa bisa",1,negatif
bermanfaat sekali bagi yang membutuhkan dengan urusan memdesak,5,positif
"saya mau bikin skck, suruh aktifkan BPJS dulu, mau daftar lewat aplikasi ini ngga bisa dapet otp SMS udah coba pake 3 kartu tetep ga bisa, payahhh!",1,negatif
LEMOT,1,negatif
trimakasih Sangat membantu,5,positif
"aplikasi sangat baik , sy melakukan perubahan Faskes Rawat Jalan , Alhamdulillah prosesnya cepat dan akurat, tks",5,positif
"ribet, mau perubahan data aja susahnya minta ampun, login pake NIK jga percuma ujung"" nya terkunci semua, sama sekali apk nya gk berfungsi gk kayak dulu",1,negatif
"MASA DATA DI APLIKASI SAMA DI PUSKESMAS NYA BEDA, ANEHH,",1,negatif
"SMS verifikasi pndftran tidak msuk"" dri tahun lalu parah",1,negatif
ok,5,positif
"semudah apa yang kita harapkan ternyata sangat mudah untuk mendapatkan kode OTP dengan cara isi ulang pulsa minimal 5000 rupiah. kode OTP langsung masuk, terimakasih apk JKN",5,positif
sangat baik dan berguna,5,positif
"kode OTP ga ke terima terus bos, benerin lah",1,negatif
mantap,5,positif
mantap,5,positif
bagus,5,positif
