score,at,content,label
1,2025-04-29 03:04:12,"Gajelas, di bagian foto padahal saya sudah Poto sesuai instruksi malah ga bisa",negatif
5,2025-04-29 03:02:51,cukup membantu,positif
5,2025-04-29 02:54:55,sangat membantu,positif
1,2025-04-29 02:40:45,mau menanyakan lupa password dan nomor sudah ga ada malah ngelantur jawabannya,negatif
5,2025-04-29 02:40:33,pelayanan sangat baik,positif
5,2025-04-29 02:19:41,pasien BPJS sekarang wajib download aplikasi ini.,positif
4,2025-04-29 02:18:41,masih harus diperbaiki kedepanya,positif
1,2025-04-29 02:14:51,"repot kali mau daftar rujukan, selalu gagal",negatif
5,2025-04-29 02:13:41,bagus pelayanan nya,positif
5,2025-04-29 02:06:42,pelayanan memuaskan,positif
5,2025-04-29 02:00:57,oke,positif
3,2025-04-29 01:59:04,"saya baru buka aplikasi nya kok sudah ada tagihan yaa 🤔 kira² tagihan apa ya ? saya nggak pernah daftar, baru kali ini daftar sudah ada tagihan gimana sih 😏",positif
1,2025-04-29 01:57:55,"verifikasi wajah gagal teruss,, suruh hadap kiri suruh hadap kanan , sudah berkedip, sudah senyum lebar, tetep aja gagal,, jadi apa yang mau di foto.... ??????!!!!",negatif
5,2025-04-29 01:55:58,memudahkan masyarakat dalam berobat,positif
4,2025-04-29 01:53:15,sudah saya masukan nomor telepon kenapa ada pemberitahuan nomor telepon kosong segera verifikasi,positif
5,2025-04-29 01:49:53,Good,positif
5,2025-04-29 01:46:29,cakep dah ah,positif
5,2025-04-29 01:42:49,"Aplikasi sangat membantu masyarakat dalam pelayanan kesehatan, dan menunjang program unggulan Pemerintah. Terima kasih Mobile JKN, terima kasih Pemerintah 🙏",positif
1,2025-04-29 01:41:54,aplikasi rumit untuk peserta BPJS usia Lanjut,negatif
3,2025-04-29 01:40:14,1. lelet 2. tiap mau masuk harus login tross 3. padahal udah masukin data yang bener buat ubah faskes tapi yang keubah malah faskes kepala keluarga padahal itu saya klik nama saya sumpah kesel banget bagian iniiii. kalo kayak gini siapa mau tanggung jawab!,negatif
1,2025-04-29 01:31:19,"aplikasi yang seharusnya memudahkan masyarakat jadi mempersulit,pas daftar di suruh isi nomor buat verifikasi eh malah nggak bisa alasannya nomer telepon mati atau tidak memiliki pulsa, padahal nomer masih aktif dan pulsa masih banyak",positif
5,2025-04-29 01:24:43,sangat mudah untuk berubah faskes,positif
5,2025-04-29 01:23:15,top,positif
1,2025-04-29 01:14:13,monyhet nih aplikasi tiba tba ngomong angota keluarga belom aktif!!! sampah banget sihhhh gak bisa liat no antrian saya!!!!,negatif
5,2025-04-29 01:07:14,lbh mudah & tdk perlu antre lama-lama,positif
3,2025-04-29 01:01:48,"Tiba-tiba gak bisa masuk, keterangan NIK salah, password salah padahal udah bener. Pembayaran gak ada keterangan. kacau.",netral
5,2025-04-29 00:58:25,sudah ok,positif
5,2025-04-29 00:53:42,Terima kasih sangat membantu,positif
2,2025-04-29 00:53:28,error terus .. mau daftar online eror,negatif
1,2025-04-29 00:53:21,ko data tidak ditemukan. kemaren2 lancar?. jadi ga bisa daftar online!!!! kesel,positif
1,2025-04-29 00:52:18,"setelah di update, malah ga bisa daftar....data tidak ditemukan terus.....",negatif
5,2025-04-29 00:50:05,untuk saat ini masih aman aman aja buat perubahan data & lainya semoga dipertahankan 👍👍👍,positif
1,2025-04-29 00:40:48,"kenapa mau daftar faskes pertama, trtulis info tidak ada. tolong diperbaiki sistemny",positif
1,2025-04-29 00:40:33,"banyak bugnya, kalau pagi ga bisa dipake padahal mau daftar layanan",negatif
1,2025-04-29 00:38:32,"hari ini mau daftar ke paskes 1 buat ke poli gigi tapi masa data tidak ditemukan terus, gimana mau daftar. jelek bgt apk😤 udah pas gak ada praktek dokter tak di non aktifkan lagi, bikin repot harus bolak balik klinik padahal dokternya gak ada jadwal praktek😤",negatif
5,2025-04-29 00:28:20,pelayanan sangat baik,positif
5,2025-04-29 00:27:49,aplikasi ini sangat baik dan sangat membantu berguna banget lah pokoknya.,positif
5,2025-04-29 00:26:19,aplikasinya bagus,positif
1,2025-04-29 00:23:35,terlalu rumit mau daftar saja susah nunggu kode verifikasi gak keluar2.mau kontrol tidak bisa2 akhirnya,negatif
5,2025-04-29 00:18:32,ok,positif
5,2025-04-29 00:18:01,Good Job,positif
5,2025-04-29 00:17:42,sangat membantu,positif
1,2025-04-29 00:13:17,"verifikasi nomor untuk daftar tidak muncul"" dan di suruh menunggu selama itu👎",negatif
5,2025-04-29 00:00:08,sangat membantu,positif
5,2025-04-28 23:59:37,good,positif
5,2025-04-28 23:57:50,sangat membantu,positif
2,2025-04-28 23:41:36,mohon di chek aplikasi saya gak bisa memilih fasilitas kesehatan tingkat pertama. di situ tertulis informasi tidak di temukan. mohon solusinya,negatif
5,2025-04-28 23:38:11,pelayanannya ramah dan memuaskan,positif
1,2025-04-28 23:37:40,otp tidak terkirim meskipun sudah berulang kali diminta.,negatif
1,2025-04-28 23:35:42,"Aplikasi sering eror, menyusahkan harus mendaftar offline",negatif
1,2025-04-28 23:29:18,kebanyakan Eror nya,negatif
4,2025-04-28 23:24:55,"Min, cara rubah data yang disimpan buat log in gimana.",positif
2,2025-04-28 23:22:43,kenapa tiba-tiba tidak bisa ambil antrian faskes pertama,negatif
1,2025-04-28 23:19:11,sering gangguan ga jelas mau ambil nomor antrian susah banget,negatif
1,2025-04-28 23:19:09,eror mulu,negatif
5,2025-04-28 23:14:27,terbaik,positif
5,2025-04-28 23:06:07,ok,positif
5,2025-04-28 23:02:46,oke,positif
1,2025-04-28 23:02:04,"aplikasi gajelas, ngapain si pake verifikasi pakai muka? emang tau orangnya? saat pembuatan kan tidak seperti ktp? mana ribet satu akun harus satu nomor, bagaimana yang tidak punya hp? harus beli nomor dulu buat verifikasi otp dan harus ada pulsa. dipikir dulu sebelum buat aplikasi, ini target pemakai nya kalangan apa? kebanyakan menengah kebawah tapi syaratnya dibuat ribet!!",negatif
5,2025-04-28 22:55:49,"mempermudah dalam kita berobat,lebih terbantu dengan pakai aplikasi jkn mobile ini",positif
1,2025-04-28 22:53:14,"daftar baru susah dapet kode verifikasi sms nya.. mana nunggu lama 300 detik,tolong diperbaiki,di ulang ulah tetap susah gk dapet notif kode fervikasi",negatif
2,2025-04-28 22:53:04,"APLIKASI SAMPAH, SUSAH BANGET MAU DAFTAR BROBAT",negatif
1,2025-04-28 22:33:01,"masuk pendaftaran , informasi tidak ditemukan , ladang korupsi",negatif
5,2025-04-28 22:31:59,sangat bermanfaat,positif
4,2025-04-28 22:21:55,ketika membuka pendaftaran pelayanan (antrean)ada bacaan informasi tidak ditemukan???,positif
5,2025-04-28 22:05:01,Oke,positif
5,2025-04-28 22:04:28,mantap,positif
3,2025-04-28 20:38:15,ga bisa ambil nomer antrian di faskes 1 ya,netral
3,2025-04-28 18:54:31,Mau ganti faskes aja susah bgt,negatif
1,2025-04-28 18:51:08,di haruskan berapa pulsa biar bisa hah? pulsa banyak pun gabisa ngejamin dapet kode otp ngeselin apk bnyak di butuhin orang mah yang jelas kek malah di otak atik gajelas percuma dowload,negatif
1,2025-04-28 18:33:42,eror mulu,negatif
2,2025-04-28 18:07:15,"untuk verifikasi OTP waktu pendaftaran tidak ada notifikasi SMS, sudah di coba berulang kali tetap tidak bisa kenapa?",negatif
5,2025-04-28 17:46:27,mantap.,positif
5,2025-04-28 17:22:29,"pelayanan 👌, walaupun diverifikasi wajah agak lama. entahlah mungkin karena sinyal, tapi semua oke. lebih gampang dari pda ngecek diwebsite",positif
5,2025-04-28 17:15:56,mantap,positif
5,2025-04-28 16:57:52,permudah sistem agar mudah melakukannya,positif
5,2025-04-28 16:41:15,mempermudah antriyan,positif
1,2025-04-28 16:32:28,aplikasi tidak berguna malah menyulitkan rakyat,negatif
1,2025-04-28 16:27:32,terus verifikasi wajah ga selesai selesai,negatif
5,2025-04-28 16:19:04,sangat bagus,positif
5,2025-04-28 15:58:50,bagus,positif
5,2025-04-28 15:57:03,"mudah digunakan.,., sangat membantu",positif
3,2025-04-28 15:34:33,suka error,negatif
5,2025-04-28 15:20:31,sangat memuaskan,positif
5,2025-04-28 15:20:21,berjalan dengan baik,positif
5,2025-04-28 15:19:07,sangat memuaskan,positif
2,2025-04-28 15:08:22,"mau daftar susah bener, masalah nya ada di nomor hp padahal udah 2 nomer sama 1 milik adik ngak ada kode masuk sat bet dah, tolong diperbaiki mau ngecek kis soalnya malah dipersulit.",negatif
1,2025-04-28 15:06:51,"aplikasi bagus, tp setelah minta update aplikasi mobile jkn, malah tdk bisa d download/terinstal, sudah coba segala macam cara tetap tdk bisa menggunakan kembali mobile jkn",positif
5,2025-04-28 15:02:26,sangat membantu,positif
5,2025-04-28 14:33:09,memudahkan pasien utk mengubah faskes,positif
5,2025-04-28 14:17:07,pelayanan bagus,positif
5,2025-04-28 14:15:45,memvantu sekli dlm proses berobat,positif
5,2025-04-28 14:15:16,Bagus sangat membantu,positif
3,2025-04-28 14:08:11,Lumayan Untuk Pelayanan nya,netral
1,2025-04-28 14:02:28,sandi jkn saya lupa ... sudah ngikutin petunjuk yg ada tpi gak dapet kode verifimasi otp dri pagi sampe mlm ... mantap,positif
5,2025-04-28 13:57:36,Terkadang appsnya susah konek mohon d tingkatkan lagi agar saat membuka apps tidak ada gangguan sinyal...!!!,negatif
5,2025-04-28 13:55:37,Membantu super banget. tks,positif
5,2025-04-28 13:44:56,good,positif
1,2025-04-28 13:44:39,Sudah banyak sekali yang komplain terkait verifikasi yg sama sekali tidak respon. Tapi tetap saja tidak ada perubahan. Ayo dong tunjukkan keseriusan bekerja.,negatif
5,2025-04-28 13:43:36,sangat membantu,positif
4,2025-04-28 13:40:52,sangat bagus dan sangat membantu untuk kepentingan seluruh masyarkat indonesia,positif
5,2025-04-28 13:31:24,sangat membantu terimakasih,positif
5,2025-04-28 13:29:21,keren tinggal dicoba,positif
5,2025-04-28 13:18:10,mantap,positif
5,2025-04-28 13:02:37,terima kasih telah mempermudah kami untuk mudah dalam layanan kesehatan,positif
5,2025-04-28 13:01:01,pindah faskes cpat.. smg pelayananx di aplikasi sll cpat 👍,positif
5,2025-04-28 12:56:28,Wokeyy,positif
5,2025-04-28 12:54:40,tanggapannya cepat dan mudah,positif
1,2025-04-28 12:51:11,"SMS GAK MASUK² APAAAN INI APLIKASI GINIAN MAKAN ANGGARAN BANYAK, TAPI EROR TERUS, KALAH SAMA MI CHAT, AKTIFIASI SEKEJAP MATA",negatif
1,2025-04-28 12:50:29,aplikasi yang sangat menguji kesabaran,negatif
5,2025-04-28 12:50:03,"mohon ditampilkan dilayar HP aplikasi JKN , terima kasih",positif
1,2025-04-28 12:49:44,"perbaikin dulu aplikasi nya, masa dari 2023 daftar sms ga masuk masuk, saya pake kuota kok waktu itu, skrng nyoba daftar lagi pake wifi sih dan ogah bgt mau beli pulsa, gada gunanya bakal ttp gabisa( udah dicoba sekali)",positif
5,2025-04-28 12:45:48,"mantap,pindah faskes cepat",positif
5,2025-04-28 12:37:46,ok jos,positif
1,2025-04-28 12:35:04,"sumpah yaa ni apk,susah bgt masuknya ada aja yg salahh",negatif
4,2025-04-28 12:27:54,good,positif
5,2025-04-28 12:08:38,great app,positif
1,2025-04-28 12:05:58,JELEK BANGET BUAT VERIVIKASI WAJAH SULIT BANGETTTT GA JADI-JADI TERUS KIRIM OTP LELET BANGET KEBURU KADALUARSA DI PERSULIT BANGETT PAKE JKN,negatif
1,2025-04-28 12:01:46,saya mau login buat ibu saya biar mudah klw mau berobat ga bisa2 pengiriman no otp hp tidak mau muncul masa harus kekantornya kan jauh capek ibu saya,positif
1,2025-04-28 11:54:28,aplikasi sampah masa ga bisa Mulu no dah benar email Google juga udah benar kode pun lama,negatif
5,2025-04-28 11:47:26,sangat membantu sekali,positif
1,2025-04-28 11:45:32,"aplkasi nya aneh ,,nmr sya blm prnh kdftr bpjs tba""pas mau daftr ktnya nmr nya udah kdftr ,,glran udah bisa malh kbnyakan yng muncul di apk jkn ku orang"" yang bda kk"" glran mau nambh psrta yang satu kk mlah ga bisa ,,tolong donk data nya di perbaiki jangn data jaman aku baru lahir",positif
5,2025-04-28 11:40:05,sangat bermanfaat,positif
5,2025-04-28 11:39:34,tingkatkan pelayanan terbaik,positif
5,2025-04-28 11:39:00,luar biasa,positif
4,2025-04-28 11:33:34,tolong dong lebih di permudah agar bisa masuk dengan nomor BPJS,positif
5,2025-04-28 11:30:46,good,positif
5,2025-04-28 11:24:39,okesih,positif
1,2025-04-28 11:16:48,kenapa ini apk saya ngga bisa di akses untuk ngeliat antrian online nya dan jaringan saya aman paket saya juga ada dan sekarang saya sudah jauh jauh hari daftar online malah di batalkan sistem kenapa ini,negatif
5,2025-04-28 11:08:33,"Perubahan data faskes 1 cepat, sayangnya tidak ada opsi tentang jenis pelayanan faskes 1,",positif
2,2025-04-28 11:08:12,"aplikasi tidak bole masuk 3 akun,kalo yg d rumah cuma punya satu hp gmna? harus telfon cs,berpulsa pula. ribet bgt pdhal layanan pemerintah",negatif
5,2025-04-28 11:07:22,sangat membantu,positif
5,2025-04-28 10:51:39,"mantap, proses cepat",positif
5,2025-04-28 10:45:48,luar biasa,positif
2,2025-04-28 10:41:09,woi data lama ko d pake.. lewat pandawa malah nama sama status ngaco..,negatif
5,2025-04-28 10:33:36,bermanfaat,positif
1,2025-04-28 10:29:09,aku lupa pasword. mau di ganti paswordnya. pas minta kode otp kok gak ada notifnya. piye iki,positif
1,2025-04-28 10:28:29,otp nggak masuk2 udah 2 hari nunggu,negatif
5,2025-04-28 10:21:06,ok,positif
5,2025-04-28 10:17:14,Bagus,positif
5,2025-04-28 10:16:33,bagus,positif
5,2025-04-28 10:15:15,pelayanan nya bagus,positif
4,2025-04-28 10:14:01,beberapa detail pada UI-nya perlu penyempurnaan,positif
5,2025-04-28 10:13:06,pelayanan cepat petugase ramah.,positif
1,2025-04-28 10:05:58,ko knapa gak bisa di download iya aplikasi nya,negatif
5,2025-04-28 09:58:28,sangat menarik,positif
5,2025-04-28 09:53:43,cukup puas,positif
5,2025-04-28 09:47:41,makisn profesional,positif
1,2025-04-28 09:43:39,jangan apliksai yang diperbarui pelyanan juga diperbarui,negatif
5,2025-04-28 09:34:08,"yang aku tahu, baru ini aplikasi yg sangat membantu.",positif
1,2025-04-28 09:30:45,Aplikasi Ga jelas dikit dikit Error,negatif
1,2025-04-28 09:27:22,saya belum pernah makai bpjs sudah bayar belum pakai... tapi saat telat 1 bulan sudah kena denda bayar,negatif
5,2025-04-28 09:17:37,oke,positif
5,2025-04-28 09:09:57,kadang ribet tapi membantu,positif
4,2025-04-28 09:05:27,mantap,positif
5,2025-04-28 09:03:23,bagus,positif
5,2025-04-28 08:53:40,sangat membantu,positif
5,2025-04-28 08:52:47,bagus dan sangat membantu. utk semua fitur yg ada di aplikasi. jd ga perlu ribet harus ke kantor BPJS. semua nya bs di lakukan dengan 1 aplikasi,positif
5,2025-04-28 08:45:42,TOP 💖,positif
5,2025-04-28 08:43:10,sejauh ini sangat membantu,positif
5,2025-04-28 08:28:45,good,positif
5,2025-04-28 08:25:32,Alhamdulillah berkat aplikasi ini bisa ubah faskes secara mandiir,positif
1,2025-04-28 08:21:28,"aplikasi jelek menyulitkan orang yang sudah berumur,bikin aplikasi kok bukannya memudahkan malah menyusahkan,pantes makin gelap indonesia 👎🏻👎🏻👎🏻👎🏻",negatif
1,2025-04-28 08:21:18,"aplikasi rusak. sistem virtual account untuk pembayaran aja jelek banget, lambat, dan sangat mempersulit proses pembayaran untuk peserta baru. mending developer aplikasi shopee aja yang jadi vendor pembuatan aplikasi.",negatif
4,2025-04-28 08:05:14,"Lumayan ngebantu efisiensi waktu,dan bisa mantau antrian. Tapi kadang masih sering eror untuk daftar antrian. Untuk Fitur Konsultasi Dokternya tolong ijinkan penggunaan spesial karakter, karena saat ini disana tidak dapat mengirim pesan yang mengandung Titik, Koma, Tanda Tanya dll. Padahal hal itu diperlukan untuk tanda baca sebuah pesan",positif
5,2025-04-28 08:00:11,udah bisa,positif
5,2025-04-28 07:50:21,"mudah dan praktis untuk mengubah alamat faskes, thankyou",positif
5,2025-04-28 07:46:08,nagus banget,positif
1,2025-04-28 07:45:15,"mau masuk lupa password bilang akun belum ke daftar 😄, mau daftar dibilang email sudah pernah dipakai",negatif
5,2025-04-28 07:43:11,"praktis dan menjangkau ke seluruh daerah , lanjutkan perbaikan untuk mempermudah pasien",positif
5,2025-04-28 07:32:44,Sebaiknya kembali spt dulu ...versi android <8.0 tetap bisa download di playstore..,positif
1,2025-04-28 07:23:25,"aplikasi sampah, pulsa ada tapi kode otp gak masuk",negatif
5,2025-04-28 07:10:23,terbaik,positif
5,2025-04-28 07:08:26,mantap,positif
4,2025-04-28 06:59:18,"knpa sekarang tidak ada masuk buat no bpjs nya ,,knpa nik saja..kan bingung orang yg dibawah umur masuknya",positif
1,2025-04-28 06:46:33,aplikasi error terus load terus terusan,negatif
5,2025-04-28 06:42:59,respon cepat,positif
4,2025-04-28 06:35:36,sangat membantu,positif
1,2025-04-28 06:30:51,"APLIKASI GAGAL, KENAPA HARUS LOGIN TERUS MENERUS? UNTUK LOGIN SAJA HARUS PAKAI SMS PULSA REGULER",negatif
5,2025-04-28 06:20:10,Alhamdulillah terima kasih,positif
1,2025-04-28 06:13:46,pas daftar terus foto nya susah banget ya Allah. . mohon diperbaiki lah. biar gampang daftar online nya.. kalo blm siap .. jangan ada di play store. okkeeeyy. . Rakyat dibuat ribett..,negatif
5,2025-04-28 06:03:50,Tingkatan pelayanan,positif
5,2025-04-28 06:00:12,"harap tolong saya! Aplikasi saya tidak bisa memunculkan data keluarga saya, Padahal saya sudah menikah. Siapapun yang membaca penilaian ini saya minta tolong dengan sangat🙏🙏 Terimakasih!",negatif
5,2025-04-28 05:57:01,ok,positif
5,2025-04-28 05:46:13,sangat membantu,positif
5,2025-04-28 05:43:34,Terima kasih.,positif
1,2025-04-28 05:40:06,gajelas sampe kapan nunggu kode otp nya udaa ditunggu tetep gaada,negatif
5,2025-04-28 05:28:10,sangat mudah dan praktis,positif
4,2025-04-28 05:27:09,Sayangny tdk bisa membuat BPJS-KIS lewat aplikasi jadi agak ribet . Udah mengajukan melalui pemerintah desa sudah 2 tahun blm ada informasi dari pusat .,negatif
5,2025-04-28 05:26:52,sangat membantu,positif
5,2025-04-28 05:19:50,aplikasi yg mudah digunakan untuk fasilitas kesehatan masyarakat,positif
5,2025-04-28 05:15:38,baik,positif
5,2025-04-28 05:07:53,membantu,positif
5,2025-04-28 05:05:27,sangat membantu sekali,positif
1,2025-04-28 04:58:10,"apknya sangatt2 mempersulit hidup. Sudah ratusan kali saya coba daftar, gagal terus di pengiriman otp no. HP. keterangan tertulis jaringan jelekk, padahal jaringan saya aman2 aja. 🤬🤬",negatif
5,2025-04-28 04:56:46,Sangat membantu sekali👍👍👍,positif
5,2025-04-28 04:55:32,ok,positif
5,2025-04-28 04:52:16,"pelayanan yang sangat ramah, cepat, sigap, dan tidak bertele-tele saat ditanya",positif
5,2025-04-28 04:52:03,pelayanan bagus dan ramah,positif
5,2025-04-28 04:48:11,terimakasih banyak,positif
5,2025-04-28 04:44:40,sayang membantu lebih praktis,positif
1,2025-04-28 04:33:08,"setidaknya kalo ada yang ngeluh tuh perbaiki , ini mah masuk aja gak bisa dipencet",positif
5,2025-04-28 04:28:32,"lumayan mudah dengan aplikasi, ini sudah identifikasi.wajah pula",positif
5,2025-04-28 04:27:16,bagus skli sangat membantu tnpa harus ke kantornya untuk merubah2 data,positif
5,2025-04-28 04:19:51,Lancar..,positif
1,2025-04-28 04:19:25,logout mulu,negatif
5,2025-04-28 04:08:22,memudahkan dalam proses berobat,positif
5,2025-04-28 04:08:07,good,positif
5,2025-04-28 04:06:17,good,positif
5,2025-04-28 04:05:53,Bagus Pelayanan nya Baik,positif
1,2025-04-28 03:59:46,gagal terus vermuknya..kacau aplikasinya,negatif
5,2025-04-28 03:58:53,sangat bermanfaat,positif
5,2025-04-28 03:57:24,Bagus Aplikasinya tapi kadang suka error,positif
5,2025-04-28 03:50:09,terpercaya,positif
1,2025-04-28 03:49:55,aplikasi ga guna,negatif
5,2025-04-28 03:48:36,bagus dan mudah,positif
4,2025-04-28 03:43:21,sangat membantu,positif
1,2025-04-28 03:41:19,"sudah 2025 ya ini, ko gak bisa2 verifikasi nomor udah dari tahun kapan buat log in gak bisa2. niat ny mau mempermudah tp gaka da mudah2 nya samasekali. tolong diperbaiki. gak usab suruh lapor2 ke email segala",positif
2,2025-04-28 03:36:41,aplikasi pemerintah selalu mengecewakan kali ini OTP tak kunjung kirim,negatif
1,2025-04-28 03:36:00,"tidak bisa dapatkan kode verifikasi atau kode otp.. ini apk bukan nya mempermudah tapi malah mempersulit pengguna ...apk hama ,",negatif
5,2025-04-28 03:35:45,sangat mudah untuk akses ke Rumah Sakit yang dibutuhkan,positif
5,2025-04-28 03:31:34,sangat membantu,positif
1,2025-04-28 03:31:16,Apk gak berguna apk malapetaka 😡,negatif
5,2025-04-28 03:29:38,Joss aplikasi,positif
5,2025-04-28 03:28:30,ok,positif
3,2025-04-28 03:26:40,susah ngubah nik,negatif
5,2025-04-28 03:22:25,sangat membantu dan memudahkan🙏👍,positif
5,2025-04-28 03:20:21,mantep,positif
5,2025-04-28 03:15:25,sangat memudahkan,positif
4,2025-04-28 03:14:59,good job,positif
1,2025-04-28 03:13:34,aplikasi taiiiik tagihan sudah dibayar masih ada keluar tagihan lagi...,negatif
5,2025-04-28 03:05:29,ok,positif
5,2025-04-28 02:48:05,pelayanan baik dan ramah,positif
5,2025-04-28 02:47:22,baik,positif
5,2025-04-28 02:46:58,jkn mantap keren sangat membantu,positif
1,2025-04-28 02:46:00,aplikasi bikin susah,negatif
5,2025-04-28 02:42:31,sudah sangat baik,positif
5,2025-04-28 02:38:56,sangat membantu,positif
1,2025-04-28 02:36:14,"NIK Blm Terdaftar, NO HP Yang dimasukkan sudah pernah digunakan oleh peserta lain, Apk Peak..",negatif
1,2025-04-28 02:32:55,aplikasi tolol sudah dibayar kok masih keluar tagihan terus,positif
5,2025-04-28 02:28:53,terima kasih,positif
5,2025-04-28 02:28:41,sangatt membantuu,positif
5,2025-04-28 02:19:25,sangat membantu keluarga kami,positif
1,2025-04-28 02:15:47,aplikasi yg susah bngt untuk d akses,negatif
5,2025-04-28 02:13:56,smoga lebih baik lagi kedepany,positif
5,2025-04-28 02:12:20,makin kesini makin kesana 1. nama peserta Bpjs pbi di pakai sehabis kluar rumah sakit keterangan di jkn mobile nama peserta NONAKTIF. 2. Nama peserta Bpjs pbi di pakai sehabis kluar rmh sakit keterangan di jkn mobile nama peserta tdk ada/spt di hapus. tolong jgn spt itu. agar bisa melanjutkan/mangaktifkan kmbli harus di permudah. tolong di perbaiki. terimakasih.,positif
5,2025-04-28 02:11:52,sangat membantu KTA untuk mengetahui apakah bpjs Masi terlindung aktif atau tdk😊,positif
4,2025-04-28 02:09:19,baik,positif
5,2025-04-28 01:59:59,is the best,positif
5,2025-04-28 01:58:58,"selama menggunakan mobile jln sangat membantu untuk memudahkan berusaha faskes, Terima kasih mobile jkn.... 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘🥰",positif
5,2025-04-28 01:53:30,mantap layanan perubahan data sangat cepat,positif
4,2025-04-28 01:53:30,bagus,positif
5,2025-04-28 01:51:01,Bermanfaat sekali,positif
5,2025-04-28 01:50:06,mudah dan cepat merubah data..,positif
1,2025-04-28 01:46:43,"aplikasi bobrok verifikasi muka susah untuk pengguna baru, otentifikasi nomor tlp harus pake pulsa?? lawak nih aplikasi ga rekomen, bikin aplikasi mobile aja gabecus dan mempersulit giliran korupsi duitt paling jago bobrok!!!",negatif
5,2025-04-28 01:42:13,mobile JKN cepat pelayanannya.trim.,positif
1,2025-04-28 01:39:06,nggk bisa buat verivikasi nomerrrrrr,negatif
5,2025-04-28 01:34:04,sangat puas dan mudah di Akses dalam ke adaan mergency,positif
3,2025-04-28 01:29:03,"ribet bikin sistem gini, udh izin kerjaa malah suruh onlineee ,,",negatif
5,2025-04-28 01:27:54,good,positif
4,2025-04-28 01:26:44,ini kenapa ya jkn saya tidak bisa terhubung ke PCARE -f1,negatif
1,2025-04-28 01:23:23,kode veritivikasi dari SMS tidak masuk masuk di coba berkali kali gilira lewat email masuk..,negatif
5,2025-04-28 01:21:23,"Alhamdulillah, sudah bisa ubah faskes I di aplikasi ini. Jadi, memudahkan bagi saya untuk menggunakannya. Pdhl sebelumnya harus ke kantor BJPS dlu utk ubah Faskes ke sana kemari.",positif
1,2025-04-28 01:13:15,aplikasi sampah.. ngapain dibikin.. gak guna aplikasinya.. ngabisin pulsa buat verifikasi.. gak bisa dipake,negatif
1,2025-04-28 01:06:45,buat apk yang bener napa,negatif
5,2025-04-28 00:48:46,goodjob,positif
5,2025-04-28 00:35:00,Bismillah joooossss,positif
5,2025-04-28 00:23:43,bagus,positif
5,2025-04-27 23:59:01,sangat membatu apk ini,positif
5,2025-04-27 23:44:19,sangat membantu,positif
5,2025-04-27 23:42:55,Pertahankan kinerja yang sudah baik,positif
5,2025-04-27 23:37:15,"ok sip, mantap.. sdh balik modal awokwowkwwkk",positif
4,2025-04-27 23:36:10,bagus dan ikhlas dan bersemangtttt,positif
5,2025-04-27 23:33:37,ok,positif
5,2025-04-27 23:27:31,oke,positif
5,2025-04-27 23:24:50,sangat membantu,positif
5,2025-04-27 23:16:05,good,positif
1,2025-04-27 23:13:19,aplikasi menyusahkan masyarakat,negatif
5,2025-04-27 23:12:44,"Gimana ya cara memperbaharui Mobile JKN lagi hp saya keriset& semua aplikasi hilang ,karena waktu itu hp lagi eror atau lemot.Akhirnya saya ganti hp yang baru untuk download Mobile JKN lagi ko' egk bisa ..mohon kebijaksanaannya🙏. karena ini saya baru bikin BPJS lagi tapi sampai sekarang belum jadi,padahal waktu itu saya butuh untuk periksa atau control.karena BPJS belum jadi ,akhirnya saya periksa umum..mohon pemerintah yang bijaksana ,berikanlah keringanan utk saya,agar BPJS bisa digunakan 🙏",negatif
1,2025-04-27 23:12:08,"mengusahakan rakyat kode GK masuk , yg bikin apk masih magang apa",negatif
1,2025-04-27 23:10:47,nomor sudah benar sampai di ulang ulang otp tidak di kirim kirim,negatif
5,2025-04-27 23:03:04,bagus dengan aplikasi nya,positif
5,2025-04-27 22:52:56,"sangat berguna, untuk mempermudah",positif
5,2025-04-27 22:44:26,"sangat membantu sekali,jadi mudah",positif
1,2025-04-27 22:43:23,"aplikasi ga jelas, mau daftar rujukan udah dari h-3 ga bisa bisa. Alasannya jadwal poli tutup atau kuota habis, pas hari H harus h-1",negatif
5,2025-04-27 20:04:13,sangat bagus dan berguna,positif
5,2025-04-27 19:26:30,ajib meski rame beud,positif
4,2025-04-27 19:06:52,sangat praktis,positif
5,2025-04-27 19:05:07,kok ngk bisa dibuka aplikasi nya,positif
5,2025-04-27 17:20:07,mantap,positif
1,2025-04-27 17:18:22,"apk gak jelas, saya mau kode verifikasi tapi ga kekirim kirim, nomer hp saya berubah-ubah sendiri, untuk jkn mohon perbaikan bug ini",negatif
5,2025-04-27 16:31:21,"terimakasih, mempermudah untuk administrasi",positif
4,2025-04-27 16:06:10,sebenarnya aplikasi ini cukup membantu.. tapi sayang setiap kali ingin login kenapa harus minta updet.. dan diklik g bisa apdet hrs uninstal..,positif
4,2025-04-27 16:04:02,bisa membantu kita mengetahui tentang BPJS kita aktif atau non aktif nya,positif
4,2025-04-27 16:02:36,poli tujuan tidak terlihat,positif
5,2025-04-27 16:01:30,"terima kasih ,sangat bermanfaat..",positif
1,2025-04-27 15:59:48,kurang bagus pelayannya,positif
